
id,log_message,2025-08-16 19:55:58,source,severity,anomaly_flag,anomaly_reason,target_label
666,The Windows Defender Antivirus Service failed to initialize Windows Sandbox virtual trustzone. Error 0xC000027B.,2025-07-28 00:03:35,WinDefend,Error,True,sandbox trustzone init failure,anomaly
667,The Windows Defender Antivirus Service failed to start Windows Sandbox virtual secure enclave. Error 0x8007042B.,2025-07-28 00:03:36,WinDefend,Error,True,sandbox secure enclave failure,anomaly
668,The Windows Defender Antivirus Service failed to initialize Windows Sandbox virtual trusted execution. Error 0x8007042D.,2025-07-28 00:03:37,WinDefend,Error,True,sandbox trusted execution init failure,anomaly
669,The Windows Defender Antivirus Service failed to start Windows Sandbox virtual confidential computing. Error 0x800,2025-06-28 00:03:37,WinDefend,Error,True,sandbox trusted execution init failure,anomaly
670,Successfully scheduled Software Protection service for re-start at 2125-05-09T08:01:12Z,2025-06-02 09:01:12,Microsoft-Windows-Security-SPP,Information,False,,normal
671,HTTP 400 Bad Request – missing content-length,2025-06-02 09:01:14,IIS-Server,Error,True,missing header,anomaly
672,Offline downlevel migration succeeded.,2025-06-02 09:01:15,Microsoft-Windows-Security-SPP,Information,False,,normal
673,HTTP 400 Bad Request – oversized cookie,2025-06-02 09:01:17,IIS-Server,Error,True,oversized cookie,anomaly
674,The winlogon notification subscriber <SessionEnv> was unavailable.,2025-06-02 09:01:18,Microsoft-Windows-Winlogon,Warning,False,,normal
675,HTTP 400 Bad Request – illegal characters in query string,2025-06-02 09:01:20,IIS-Server,Error,True,illegal characters,anomaly
676,PowerEvent handled successfully by the service.,2025-06-02 09:01:21,igcc,Information,False,,normal
677,HTTP 400 Bad Request – content-type mismatch,2025-06-02 09:01:23,IIS-Server,Error,True,content-type mismatch,anomaly
678,Successfully scheduled Software Protection service for re-start at 2125-05-09T08:01:23Z,2025-06-02 09:01:23,Microsoft-Windows-Security-SPP,Information,False,,normal
679,HTTP 400 Bad Request – unsupported transfer-encoding,2025-06-02 09:01:25,IIS-Server,Error,True,unsupported encoding,anomaly
680,Offline downlevel migration succeeded.,2025-06-02 09:01:26,Microsoft-Windows-Security-SPP,Information,False,,normal
681,HTTP 400 Bad Request – invalid multipart boundary,2025-06-02 09:01:28,IIS-Server,Error,True,multipart error,anomaly
682,The Desktop Window Manager has registered the session port.,2025-06-02 09:01:29,Desktop Window Manager,Information,False,,normal
683,HTTP 400 Bad Request – missing authorization token,2025-06-02 09:01:31,IIS-Server,Error,True,auth missing,anomaly
684,Successfully scheduled Software Protection service for re-start at 2125-05-09T08:01:31Z,2025-06-02 09:01:31,Microsoft-Windows-Security-SPP,Information,False,,normal
685,HTTP 400 Bad Request – malformed date header,2025-06-02 09:01:33,IIS-Server,Error,True,date header error,anomaly
686,Offline downlevel migration succeeded.,2025-06-02 09:01:34,Microsoft-Windows-Security-SPP,Information,False,,normal
687,HTTP 400 Bad Request – invalid JSON body,2025-06-02 09:01:36,IIS-Server,Error,True,JSON syntax error,anomaly
688,PowerEvent handled successfully by the service.,2025-06-02 09:01:37,igcc,Information,False,,normal
689,HTTP 400 Bad Request – duplicate header fields,2025-06-02 09:01:39,IIS-Server,Error,True,duplicate headers,anomaly
690,Successfully scheduled Software Protection service for re-start at 2125-05-09T08:01:39Z,2025-06-02 09:01:39,Microsoft-Windows-Security-SPP,Information,False,,normal
691,HTTP 400 Bad Request – invalid request-line,2025-06-02 09:01:41,IIS-Server,Error,True,request-line error,anomaly
692,Offline downlevel migration succeeded.,2025-06-02 09:01:42,Microsoft-Windows-Security-SPP,Information,False,,normal
693,The VSS service froze while processing a shadow-copy creation. Error 0x8004231A,2025-07-28 00:06:00,VSS,Error,True,VSS freeze timeout,anomaly
694,Windows Defender ATP sensor failed to send telemetry. Error 0x800705B4,2025-07-28 00:06:01,Defender ATP,Error,True,telemetry send failure,anomaly
695,PrintSpooler crashed while processing job ID 127. Exception 0xc0000005,2025-07-28 00:06:02,Print Spooler,Error,True,spooler crash,anomaly
696,DHCPv6 failed to acquire prefix delegation. Error 0x00002AFC,2025-07-28 00:06:03,Dhcpv6,Error,True,prefix delegation failure,anomaly
697,LSASS terminated unexpectedly. Status 0xc0000005,2025-07-28 00:06:04,Security System,Error,True,LSASS crash,anomaly
698,BitLocker Drive Encryption failed to unlock volume C:. Error 0x80310034,2025-07-28 00:06:05,BitLocker,Error,True,unlock failure,anomaly
699,DCOM activation of {F72671A9-012C-4725-9D2F-2A4DDBD1AD77} timed out,2025-07-28 00:06:06,DCOM,Error,True,DCOM timeout,anomaly
700,The TPM returned a fatal error during self-test. Tag 0x80284001,2025-07-28 00:06:07,TPM,Error,True,TPM fatal error,anomaly
701,Windows Update detected an invalid metadata signature. Error 0x800B0004,2025-07-28 00:06:08,Windows Update,Error,True,bad metadata signature,anomaly
702,AppX deployment failed for Microsoft.VCLibs.140.00. Error 0x80073CF6,2025-07-28 00:06:09,AppX Deployment,Error,True,deployment failure,anomaly
703,The DNS server encountered an unknown record type 666. Zone corp.local,2025-07-28 00:06:10,DNS Server,Error,True,unknown DNS record,anomaly
704,Hyper-V failed to allocate RAM for VM “Ubuntu-22”. Error 0x8007000E,2025-07-28 00:06:11,Hyper-V,Error,True,memory allocation failure,anomaly
705,Azure Arc agent lost connectivity to cloud endpoint. Error 0x801901F4,2025-07-28 00:06:12,Azure Arc,Error,True,cloud disconnect,anomaly
706,LSA package Kerberos generated error 0x80090311 during authentication,2025-07-28 00:06:13,Kerberos,Error,True,auth package error,anomaly
707,System firmware update capsule rejected by secure boot. Status 0x80070490,2025-07-28 00:06:14,Firmware Update,Error,True,capsule rejected,anomaly
708,User profile service failed to load profile for SID S-1-5-21-xxx. Error 0x80070003,2025-07-28 00:06:15,User Profile Service,Error,True,profile load failure,anomaly
709,Edge browser crashed with faulting module edgehtml.dll. Exception 0xc0000602,2025-07-28 00:06:16,Edge,Error,True,browser crash,anomaly
710,Storage Spaces parity space “Archive” degraded. Drive GUID {9E2F…},2025-07-28 00:06:17,Storage Spaces,Error,True,parity space degraded,anomaly
711,The CLR detected a fatal OutOfMemory exception in process Teams.exe,2025-07-28 00:06:18,.NET Runtime,Error,True,fatal OOM,anomaly
712,PowerShell remoting endpoint rejected certificate. Error 0x80338169,2025-07-28 00:06:19,PowerShell,Error,True,certificate rejected,anomaly
713,MSMQ queue “.\private$\orders” marked non-transactional after unclean shutdown,2025-07-28 00:06:20,MSMQ,Error,True,queue corruption,anomaly
714,The Distributed Transaction Coordinator failed to read log file. Error 0x8004d00b,2025-07-28 00:06:21,MSDTC,Error,True,log read failure,anomaly
715,Microsoft Teams updater encountered hash mismatch for update package KB5023456,2025-07-28 00:06:22,Teams Updater,Error,True,hash mismatch,anomaly
716,Windows Sandbox failed to start due to nested paging disabled. Error 0x80070490,2025-07-28 00:06:23,Windows Sandbox,Error,True,nested paging disabled,anomaly
717,SQL Server detected I/O stall ≥15 s on file AdventureWorks.mdf,2025-07-28 00:06:24,SQL Server,Error,True,I/O stall,anomaly
718,Schannel fatal alert 40 (handshake_failure) from server outlook.office365.com,2025-07-28 00:06:25,Schannel,Error,True,TLS handshake failure,anomaly
719,OneDrive sync engine crashed with exception 0xc0000374 in ntdll.dll,2025-07-28 00:06:26,OneDrive,Error,True,sync engine crash,anomaly
720,Windows Installer reconfiguration failed for product {89F4137D-6C26-4A84-BDB8-2E5A4…}. Error 0x80070643,2025-07-28 00:06:27,Windows Installer,Error,True,reconfig failed,anomaly
721,Credential Manager failed to read vault file. Error 0x80070520,2025-07-28 00:06:28,Credential Manager,Error,True,vault read error,anomaly
722,Windows Search index corrupted at offset 0x1A3F. Initiating rebuild,2025-07-28 00:06:29,Windows Search,Error,True,index corruption,anomaly
723,Hyper-V virtual switch “External” lost uplink connectivity. Error 0x80070490,2025-07-28 00:06:30,Hyper-V Switch,Error,True,uplink loss,anomaly
724,Windows Hello enrollment failed for user alice@contoso.com. Error 0x80070005,2025-07-28 00:06:31,Windows Hello,Error,True,enrollment failure,anomaly
725,Azure AD join failed with error 0x801C03F3 (device limit exceeded),2025-07-28 00:06:32,Azure AD,Error,True,device limit exceeded,anomaly
726,Service Control Manager: The WinRM service terminated with error 0x8007042B,2025-07-28 00:06:33,SCM,Error,True,service crash,anomaly
727,Remote Desktop Gateway server rejected connection. Error 0x80072746,2025-07-28 00:06:34,RD Gateway,Error,True,connection rejected,anomaly
728,Windows Backup failed to read shadow copy. Error 0x8004230C,2025-07-28 00:06:35,Windows Backup,Error,True,shadow-copy read error,anomaly
729,Windows Update orchestrator detected inconsistent update state. Error 0x8024000E,2025-07-28 00:06:36,Update Orchestrator,Error,True,inconsistent state,anomaly
730,App Readiness service crashed while staging app package 3DBuilder. Error 0x80070002,2025-07-28 00:06:37,App Readiness,Error,True,staging crash,anomaly
731,PowerShell Gallery repository untrusted. PSGallery unreachable,2025-07-28 00:06:38,PowerShellGet,Error,True,untrusted repository,anomaly
732,Windows Subsystem for Linux failed to mount ext4 vhd. Error 0x80070003,2025-07-28 00:06:39,WSL,Error,True,mount failure,anomaly
733,Certificate enrollment for “MyComputer” failed. Template WorkstationAuth unavailable,2025-07-28 00:06:40,Certificate Enrollment,Error,True,template unavailable,anomaly
734,Windows Defender Application Guard failed to create container. Error 0x80070490,2025-07-28 00:06:41,WDAG,Error,True,container creation failure,anomaly
735,Group Policy failed due to missing SYSVOL share. Error 0x80070035,2025-07-28 00:06:42,Group Policy,Error,True,SYSVOL unreachable,anomaly
736,Application Virtualization Client crashed with exception 0xc0000005,2025-07-28 00:06:43,App-V Client,Error,True,App-V crash,anomaly
737,System Guard runtime monitoring detected untrusted firmware. Error 0x80070490,2025-07-28 00:06:44,System Guard,Error,True,untrusted firmware,anomaly
738,Windows Installer service terminated unexpectedly. Error 0x8007042B,2025-07-28 00:06:45,MSIServer,Error,True,service crash,anomaly
739,Storage Replica failed to establish replication partnership. Error 0x80070005,2025-07-28 00:06:46,Storage Replica,Error,True,partnership failure,anomaly
740,Windows Error Reporting service crashed while processing dump,2025-07-28 00:06:47,WerSvc,Error,True,WER crash,anomaly
741,Microsoft Store failed to acquire license for app Netflix. Error 0x803F8001,2025-07-28 00:06:48,Microsoft Store,Error,True,license acquisition failure,anomaly
742,Windows Setup detected unsupported disk layout. Error 0x80070490,2025-07-28 00:06:49,Windows Setup,Error,True,unsupported layout,anomaly
743,DirectX graphics kernel crashed with bug-check 0x119,2025-07-28 00:06:50,dxgkrnl,Error,True,driver crash,anomaly
744,Windows Security Center service failed to validate AV signatures. Error 0x80070490,2025-07-28 00:06:51,Security Center,Error,True,signature validation failure,anomaly
745,Remote Access Connection Manager crashed with exception 0xc0000374,2025-07-28 00:06:52,RasMan,Error,True,RasMan crash,anomaly
746,Windows Time service lost NTP sync. Error 0x800705B4,2025-07-28 00:06:53,W32Time,Error,True,NTP sync lost,anomaly
747,Application Error: MSACCESS.EXE crashed in mso20win32client.dll. Exception 0xc0000005,2025-07-28 00:06:54,Application Error,Error,True,Access crash,anomaly
748,BitLocker password change failed for volume D:. Error 0x80070002,2025-07-28 00:06:55,BitLocker,Error,True,password change failure,anomaly
749,Windows Defender Firewall blocked RPC-EPMAP due to rule mismatch,2025-07-28 00:06:56,Windows Firewall,Error,True,rule mismatch,anomaly
750,Windows Setup failed to apply unattend answer file. Error 0x80070490,2025-07-28 00:06:57,Windows Setup,Error,True,unattend failure,anomaly
751,Service Control Manager: The Themes service terminated unexpectedly,2025-07-28 00:06:58,SCM,Error,True,themes crash,anomaly
752,Windows Installer rollback failed for product {89F4137D-6C26-4A84-BDB8-2E5A4…}. Error 0x80070643,2025-07-28 00:06:59,Windows Installer,Error,True,rollback error,anomaly
753,Windows Update service crashed while downloading KB5021233. Error 0x8007042B,2025-07-28 00:07:00,wuauserv,Error,True,update crash,anomaly
754,The Background Intelligent Transfer Service crashed with exception 0xc0000005,2025-07-28 00:07:01,Bits,Error,True,BITS crash,anomaly
755,System firmware returned invalid microcode revision. Error 0x80070490,2025-07-28 00:07:02,Firmware,Error,True,invalid microcode,anomaly
756,Windows Defender Offline scan failed to update signatures. Error 0x80070005,2025-07-28 00:07:03,Defender Offline,Error,True,offline update failure,anomaly
757,Windows Update failed to install driver for Intel(R) I219-LM. Error 0x800F0203,2025-07-28 00:07:04,Windows Update,Error,True,driver install failure,anomaly
758,Hyper-V VMMS crashed while creating snapshot. Error 0x8007042B,2025-07-28 00:07:05,VMMS,Error,True,VMMS crash,anomaly
759,Certificate verification failed for code-signing cert “Contoso Inc”. Error 0x800B0109,2025-07-28 00:07:06,Crypto,Error,True,cert verify failure,anomaly
760,Windows Hello PIN credential provider failed to load. Error 0x80070005,2025-07-28 00:07:07,Windows Hello,Error,True,PIN provider failure,anomaly
761,Windows Setup could not configure Windows to run on this hardware. Error 0x80070490,2025-07-28 00:07:08,Windows Setup,Error,True,hardware config failure,anomaly
762,Windows Defender Network Inspection service crashed. Error 0x8007042B,2025-07-28 00:07:09,Defender NIS,Error,True,NIS crash,anomaly
763,Windows Error Reporting encountered heap corruption while writing minidump,2025-07-28 00:07:10,WerSvc,Error,True,heap corruption,anomaly
764,Storage Spaces Direct cache write failed. Error 0x8007000E,2025-07-28 00:07:11,S2D,Error,True,cache write failure,anomaly
765,Windows Defender Firewall blocked SMB traffic due to IPSec policy mismatch,2025-07-28 00:07:12,Windows Firewall,Error,True,IPSec mismatch,anomaly
766,Windows Update failed to create restore point. Error 0x80070422,2025-07-28 00:07:13,Windows Update,Error,True,restore point failure,anomaly
